iupac,smiles,expt,calc,Description
hexan-1-amine,CCCCCCN,-3.95,-2.772,"cid is 6944,compound_name is 2-Nitrotoluene,cid_paras is 6944,Molecular_Weight is 137.14,XLogP3 is 2.3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 137.047678466,Monoisotopic_Mass is 137.047678466,Topological_Polar_Surface_Area is 45.8,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 130,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is O-nitrotolueneisalightyellowoilyliquidwithacharacteristicodorofaromaticnitrocompounds.Sinksinwater.Derivedfromtoluenebynitrationandseparationbyfractionaldistillation.Flashpoint223°F."",""Markup"":[{""Start"":0,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/O-nitrotoluene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6944"",Color/Form is Yellowishliquidatordinarytemperature,Odor is Weak,aromaticodor,Boiling_Point is 431.1°Fat760mmHg(NTP,1992),Melting_Point is 14.9°F(NTP,1992),Flash_Point is 223°F(NTP,1992),Solubility is lessthan1mg/mLat70°F(NTP,1992),Density is 1.1622at66.2°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
3-nitrooxypropyl nitrate,C(CO[N+](=O)[O-])CO[N+](=O)[O-],-4.8,-5.322,"cid is 20274,compound_name is 1-Iodoheptane,cid_paras is 20274,Molecular_Weight is 226.10,XLogP3 is 4.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 5,Exact_Mass is 226.02185,Monoisotopic_Mass is 226.02185,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 35.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquid;[AlfaAesarMSDS]"
"2,4-dimethylphenol",Cc1ccc(c(c1)C)O,-6.01,-4.98,"cid is 31423,compound_name is Pyrene,cid_paras is 31423,Molecular_Weight is 202.25,XLogP3 is 4.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 202.078250319,Monoisotopic_Mass is 202.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 16,Formal_Charge is 0,Complexity is 217,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Pyreneisacolorlesssolid,solidandsolutionshaveaslightbluefluorescence.Usedinbiochemicalresearch.(EPA,1998)"",""Markup"":[{""Start"":0,""Length"":6,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Pyrene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-31423,Color/Form is Monoclinicprismatictabletsfromalcoholorbysublimation;purepyreneiscolorless"",""Markup"":[{""Start"":66,""Length"":6,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/pyrene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-31423,Boiling_Point is 759°Fat760mmHg(EPA,1998),Melting_Point is 313°F(EPA,1998),Flash_Point is >200.0°C(>392.0°F),Solubility is lessthan1mg/mLat72°F(NTP,1992),Density is 1.27at73.4°F(EPA,1998)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
pentan-1-ol,CCCCCO,-4.57,-3.054,"cid is 10977,compound_name is 1-Chloropentane,cid_paras is 10977,Molecular_Weight is 106.59,XLogP3 is 2.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 3,Exact_Mass is 106.0549280,Monoisotopic_Mass is 106.0549280,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 19.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Amylchlorideappearsasaclearcolorlesstolight-brownliquidwithanaromaticodor.Flashpointmayvaryfrom35to54°F.Lessdensethanwaterandinsolubleinwater.Hencefloatsonwater.Vaporsareheavierthanair.Vaporsmaybenarcoticinhighconcentrations."",""Markup"":[{""Start"":0,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Amyl%20chloride"",""Type"":""PubChemInternalLink"",""Extra"":""CID-10977"",Color/Form is Liquid,Odor is Sweetodor,Boiling_Point is 226°Fat760mmHg(USCG,1999),Melting_Point is -146°F(USCG,1999),Flash_Point is 34°F(USCG,1999),Solubility is Inwater,197mg/Lat25°C"",""Markup"":[{""Start"":3,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Density is 0.8834at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":47,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
pentan-2-ol,CCC[C@@H](C)O,-4.39,-2.945,"cid is 8038,compound_name is Isobutyl acetate,cid_paras is 8038,Molecular_Weight is 116.16,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 116.083729621,Monoisotopic_Mass is 116.083729621,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 76.6,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Isobutylacetateappearsasaclearcolorlessliquidwithafruityodor.Flashpoint64°F.Lessdensethanwater(6.2lb/gal)andinsolubleinwater.Vaporsareheavierthanair."",""Markup"":[{""Start"":0,""Length"":16,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Isobutyl%20acetate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8038"",Color/Form is Colorlessliquid,Odor is Fruit-likeodor,Boiling_Point is 243.1°Fat760mmHg(USCG,1999),Melting_Point is -142.8°F(USCG,1999),Flash_Point is 62°F(USCG,1999),Solubility is 0.6%at77°F(NIOSH,2024),Density is 0.871at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
3-methylheptane,CCCC[C@@H](C)CC,2.97,3.03,"cid is 6403,compound_name is 2,2-Dimethylbutane,cid_paras is 6403,Molecular_Weight is 86.18,XLogP3 is 3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 86.109550447,Monoisotopic_Mass is 86.109550447,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 29.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Neohexaneisacolorlessliquidwithanodorofgasoline.Lessdensethanwaterandinsolubleinwater.Hencefloatsonwater.Irritatingvapor.Flashpoint-54°F."",""Markup"":[{""Start"":0,""Length"":9,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Neohexane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6403"",Color/Form is Colorlessliquid,Boiling_Point is 121.5°Fat760mmHg(NTP,1992),Melting_Point is -148°F(NTP,1992),Flash_Point is -54°F(NTP,1992),Solubility is lessthan1mg/mLat72°F(NTP,1992),Density is 0.649at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
ibuprofen,C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,-7.0,-10.857,"cid is 7475,compound_name is 4-Nitroaniline,cid_paras is 7475,Molecular_Weight is 138.12,XLogP3 is 1.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 0,Exact_Mass is 138.042927438,Monoisotopic_Mass is 138.042927438,Topological_Polar_Surface_Area is 71.8,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 124,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is P-nitroaniline,[solid]isayellowsolidwithamildodor.Sinksinwater.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/P-nitroaniline"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7475"",Color/Form is Paleyellowmonocliniccrystalsfromwater"",""Markup"":[{""Start"":37,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Odor is Faintammonia;slightlypungent"",""Markup"":[{""Start"":6,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ammonia"",""Type"":""PubChemInternalLink"",""Extra"":""CID-222,Boiling_Point is 637°Fat760mmHg(NTP,1992),Melting_Point is 298°F(NTP,1992),Flash_Point is 390°F(NTP,1992),Solubility is lessthan0.1mg/mLat70°F(NTP,1992),Density is 1.44at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate,CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,-8.15,-11.194,"cid is 7732,compound_name is p-Anisidine,cid_paras is 7732,Molecular_Weight is 123.15,XLogP3 is 0.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 123.068413911,Monoisotopic_Mass is 123.068413911,Topological_Polar_Surface_Area is 35.2,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 77,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is P-anisidineappearsasbrowncrystalsordarkbrownsolid.Characteristicamineodor.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":11,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/P-anisidine"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7732,Color/Form is Whitesolid,Odor is Amine-likeodor,Boiling_Point is 469°Fat760mmHg(NTP,1992),Melting_Point is 135°F(NTP,1992),Flash_Point is 41°F(NTP,1992),Solubility is lessthan1mg/mLat68°F(NTP,1992),Density is 1.071at135°F(NTP,1992)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"3,4-dimethylphenol",Cc1ccc(cc1C)O,-6.5,-5.471,"cid is 10870,compound_name is Isobutylbenzene,cid_paras is 10870,Molecular_Weight is 134.22,XLogP3 is 3.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 2,Exact_Mass is 134.109550447,Monoisotopic_Mass is 134.109550447,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 78,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is N-propyltolueneisaclearcolorlessliquidswithanaromaticodor.Lessdensethanwaterandinsolubleinwater.Vaporsheavierthanair."",""Markup"":[{""Start"":84,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"""
4-chloro-3-methyl-phenol,Cc1cc(ccc1Cl)O,-6.79,-5.14,"cid is 37247,compound_name is 2,4,6-Trichlorobiphenyl,cid_paras is 37247,Molecular_Weight is 257.5,XLogP3 is 5.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 255.961333,Monoisotopic_Mass is 255.961333,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 189,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
hept-2-ene,CCCC/C=C/C,1.68,2.78,"cid is 10326,compound_name is Indan,cid_paras is 10326,Molecular_Weight is 118.18,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 118.078250319,Monoisotopic_Mass is 118.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 84.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;[MerckIndex]Clearlightyellowliquid;[Sigma-AldrichMSDS]"
1-propoxypropane,CCCOCCC,-1.16,-0.004,"cid is 7245,compound_name is 2-Chlorophenol,cid_paras is 7245,Molecular_Weight is 128.55,XLogP3 is 2.1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 128.0028925,Monoisotopic_Mass is 128.0028925,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 74.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 2-chlorophenolappearsasacolorlesstoamberliquidwithanunpleasant,penetratingodor.Density1.265g/cm3.Sinksinwaterandslowlydissolves.Freezingpoint7°C(46°F).Boilingpoint175°C(347°F)."",""Markup"":[{""Start"":0,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/2-chlorophenol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7245"",Color/Form is Lightamberliquid,Odor is Unpleasantpenetratingodor,Boiling_Point is 347to349°Fat760mmHg(NTP,1992),Melting_Point is 48.2°F(NTP,1992),Flash_Point is 147°F(NTP,1992),Solubility is 10to50mg/mLat59°F(NTP,1992),Density is 1.25at77°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"(1R,2S,5R)-2-isopropyl-5-methylcyclohexanol",C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,-3.2,-3.35,"cid is 8341,compound_name is 2-Aminoanthraquinone,cid_paras is 8341,Molecular_Weight is 223.23,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 0,Exact_Mass is 223.063328530,Monoisotopic_Mass is 223.063328530,Topological_Polar_Surface_Area is 60.2,""Unit"":""Å²"",Heavy_Atom_Count is 17,Formal_Charge is 0,Complexity is 352,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 2-aminoanthraquinoneappearsasredneedle-likecrystalsordarkbrowngranularsolid.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":20,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/2-aminoanthraquinone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8341,Color/Form is Redneedlesfromalcohol,aceticacid"",""Markup"":[{""Start"":26,""Length"":11,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/acetic%20acid"",""Type"":""PubChemInternalLink"",""Extra"":""CID-176,Boiling_Point is Sublimes(NTP,1992),Melting_Point is 577to583°F(NTP,1992),Flash_Point is 283°C,Solubility is lessthan1mg/mLat63°F(NTP,1992)"
terbutryn,CCNc1nc(nc(n1)SC)NC(C)(C)C,-6.68,-9.271,"cid is 643833,compound_name is cis-1,2-Dichloroethylene,cid_paras is 643833,Molecular_Weight is 96.94,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 95.9533555,Monoisotopic_Mass is 95.9533555,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 19.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 1,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1,2-dichloroethylene,(cisisomers)appearsasaclearcolorlessliquidwithanether-likeodor.Flashpoint36-39°F.Denserthanwaterandinsolubleinwater.Vaporsheavierthanair.Usedinthemakingofperfumes."",""Markup"":[{""Start"":0,""Length"":20,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1%2C2-dichloroethylene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-10900"",Color/Form is Liquid,Odor is Sweetish,Boiling_Point is 140°Fat760mmHg(NTP,1992),Melting_Point is -112.9°F(NTP,1992),Flash_Point is 39°F(NTP,1992),Solubility is 1to5mg/mLat61°F(NTP,1992),Density is 1.2837at68°F(NTP,1992)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,2.89,2.542,"cid is 11583,compound_name is 2-Hexanone,cid_paras is 11583,Molecular_Weight is 100.16,XLogP3 is 1.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 3,Exact_Mass is 100.088815002,Monoisotopic_Mass is 100.088815002,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 57.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Methylbutylketoneappearsasaclearcolorlessliquid.Flashpoint95°F.Lessdensethanwater.Vaporsheavierthanair."",""Markup"":[{""Start"":0,""Length"":19,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Methyl%20butyl%20ketone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-11583"",Color/Form is Colorlessliquid,Odor is Characteristicacetonelikeodor,butmorepungent"",""Markup"":[{""Start"":15,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/acetone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-180,Boiling_Point is 261°Fat760mmHg(NTP,1992),Melting_Point is -71°F(NTP,1992),Flash_Point is 73°F(NTP,1992),Solubility is 10to50mg/mLat72°F(NTP,1992),Density is 0.812at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
nonan-5-one,CCCCC(=O)CCCC,-2.64,-2.364,"cid is 40818,compound_name is Ethylene glycol dinitrate,cid_paras is 40818,Molecular_Weight is 152.06,XLogP3 is 0.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 3,Exact_Mass is 152.00693585,Monoisotopic_Mass is 152.00693585,Topological_Polar_Surface_Area is 110,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 107,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Ethyleneglycoldinitrateisacolorlesstoyellow,oilyodorlessliquidwithasweetishtaste.Mp:-22°C;bp:explodesat114°C.Density:1.49gcm-3.Solubleinwater(23.3g/LH2O)at25°C).Verysolubleinethanolandinether.Usedasanexplosiveingredientindynamitealongwithnitroglycerine.Toxic;canpenetratetheskin."",""Markup"":[{""Start"":0,""Length"":25,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Ethylene%20glycol%20dinitrate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-40818"",Color/Form is Colorlesstoyellow,oily...liquid[Note:Anexplosiveingredient(60-80%)indynamitealongwithnitroglycerine(40-20%)]."",""Markup"":[{""Start"":100,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/nitroglycerine"",""Type"":""PubChemInternalLink"",""Extra"":""CID-4510,Odor is Odorless,Boiling_Point is 387°Fat760mmHg(NIOSH,2024),Melting_Point is -8°F(NIOSH,2024),Flash_Point is 419°F(NIOSH,2024),Solubility is Insoluble(NIOSH,2024),Density is 1.49(NIOSH,2024)-Denserthanwater;willsink"",""Markup"":[{""Start"":33,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
pebulate,CCCCN(CC)C(=O)SCCC,-3.64,-4.573,"cid is 9707,compound_name is 2-Fluorophenol,cid_paras is 9707,Molecular_Weight is 112.10,XLogP3 is 1.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 112.032442941,Monoisotopic_Mass is 112.032442941,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 74.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 2-fluorophenolappearsasliquidorcrystallinesolidmeltingat14-16°C.Corrosive.Density1.246g/cm3."",""Markup"":[{""Start"":0,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/2-fluorophenol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-9707,Boiling_Point is 304to306°Fat760mmHg(NTP,1992),Melting_Point is 61°F(NTP,1992)"
